name_list,location_list,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
เดอะ เซสท์ ลาดพร้าว คอนโดมิเนียม,"จอมพล, กรุงเทพ","฿3,100,000",,8,1 ห้องนอน,1 ห้องน้ำ,38 ม.2,990 ม. จาก Ratchayothin,
เดอะ เบส สุขุมวิท 50,"พระโขนงใต้, กรุงเทพ","฿2,740,000",สร้างเสร็จในปี 2019,5,1 ห้องนอน,1 ห้องน้ำ,25.6 ม.2,950 ม. จาก BTS อ่อนนุช,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'จากุซซี่', 'ห้องประชุมหลายห้อง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องประชุม']"
ดิ ออริจิ้น รัชดา ลาดพร้าว,"จันทรเกษม, กรุงเทพ","฿3,400,000",สร้างเสร็จในปี 2021,2,1 ห้องนอน,1 ห้องน้ำ,26.5 ม.2,980 ม. จาก MRT รัชดาภิเษก,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องประชุมหลายห้อง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องประชุม']"
เดอะ คริส รัชดา 17,"ดินแดง, กรุงเทพ","฿2,975,000",สร้างเสร็จในปี 2015,8,2 ห้องนอน,1 ห้องน้ำ,173.2 ม.2,430 ม. จาก MRT สุทธิสาร,"['เซาว์น่า', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะพรีเว่ รัชดาภิเษก 30,"จันทรเกษม, กรุงเทพ","฿2,711,000",สร้างเสร็จในปี 2014,5,1 ห้องนอน,1 ห้องน้ำ,24.77 ม.2,1470 ม. จาก MRT รัชดาภิเษก,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ที ซี กรีน พระรามเก้า,"บางกะปิ, กรุงเทพ","฿2,900,000",สร้างเสร็จในปี 2015,8,1 ห้องนอน,1 ห้องน้ำ,39.5 ม.2,1150 ม. จาก MRT พระราม 9,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ร้านอาหารใกล้เคียง', 'มินิมาร์ทใกล้เคียง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องซักรีด']"
ลุมพินี วิลล์ แจ้งวัฒนะ 10,"ทุ่งสองห้อง, กรุงเทพ","฿2,300,000",สร้างเสร็จในปี 2020ตู้เย็นเตาไฟฟ้าทีวี,4,2 ห้องนอน,2 ห้องน้ำ,45.56 ม.2,,"['สระว่ายน้ำ', 'ลานจอดรถ', 'สวน', 'สถานออกกำลังกาย', 'สนามเด็กเล่น', 'ระบบรักษาความปลอดภัย 24 ชม.', 'หอประชุม']"
ไซมิส เอ๊กซ์ตลูซีฟ สุขุมวิท 31,"พร้อมพงษ์, กรุงเทพ","฿8,540,000",สร้างเสร็จในปี 2017,17,1 ห้องนอน,1 ห้องน้ำ,47 ม.2,530 ม. จาก MRT สุขุมวิท,"['ห้องสมุด', 'เซาว์น่า', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'สนามเด็กเล่น', 'หอประชุม', 'ห้องอบไอน้ำ', 'ลานจอดรถในร่ม', 'ลานจอดรถกลางแจ้ง']"
ฟิฟตี้ไนน์ เฮอร์ริเทจ สุขุมวิท 59,"ทองหล่อ, กรุงเทพ","฿3,600,000",สร้างเสร็จในปี 2009,14,1 ห้องนอน,1 ห้องน้ำ,38 ม.2,350 ม. จาก BTS ทองหล่อ,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
แอสปาย พระราม 9,"พระราม 9, กรุงเทพ","฿3,700,000",สร้างเสร็จในปี 2014,3,1 ห้องนอน,1 ห้องน้ำ,39.89 ม.2,390 ม. จาก MRT พระราม 9,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะ ราชดำริ,"ลุมพินี, กรุงเทพ","฿7,350,000",สร้างเสร็จในปี 2009,15,1 ห้องนอน,1 ห้องน้ำ,67 ม.2,170 ม. จาก BTS ราชดำริ,"['เซาว์น่า', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ร้านอาหารใกล้เคียง', 'สนามเด็กเล่น', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สนามสควอช']"
แอชตัน จุฬา สีลม,"สามย่าน, กรุงเทพ","฿7,890,000",สร้างเสร็จในปี 2018,10,1 ห้องนอน,1 ห้องน้ำ,30.56 ม.2,150 ม. จาก MRT สามย่าน,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ไลฟ์ สุขุมวิท 48,"พระโขนงใต้, กรุงเทพ","฿4,700,000",สร้างเสร็จในปี 2017,12,1 ห้องนอน,1 ห้องน้ำ,47 ม.2,530 ม. จาก BTS พระโขนง,"['ลานจอดรถในร่ม', 'เซาว์น่า', 'สระว่ายน้ำ', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะ ราชดำริ,"ลุมพินี, กรุงเทพ","฿7,350,000",สร้างเสร็จในปี 2009,15,1 ห้องนอน,1 ห้องน้ำ,67 ม.2,170 ม. จาก BTS ราชดำริ,"['เซาว์น่า', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ร้านอาหารใกล้เคียง', 'สนามเด็กเล่น', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สนามสควอช']"
The River Condominium เดอะ ริเวอร์ คอนโดมิเนียม,"สะพานตากสิน, กรุงเทพ","฿13,000,000",สร้างเสร็จในปี 2012,12,1 ห้องนอน,1 ห้องน้ำ,62.73 ม.2,510 ม. จาก BTS สะพานตากสิน,"['สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะ ไลน์ ราชเทวี,"เพชรรามา, กรุงเทพ","฿7,900,000",สร้างเสร็จในปี 2018,27,1 ห้องนอน,1 ห้องน้ำ,35.6 ม.2,210 ม. จาก BTS ราชเทวี,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'เซาว์น่า', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'หอประชุม']"
โนเบิล รีวอลฟ์ รัชดา,"ห้วยขวาง, กรุงเทพ","฿3,120,000",สร้างเสร็จในปี 2017,18,1 ห้องนอน,1 ห้องน้ำ,25 ม.2,260 ม. จาก MRT ศูนย์วัฒนธรรมแห่งประเทศไทย,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'สนามเด็กเล่น', 'ลานจอดรถกลางแจ้ง', 'ห้องซักรีด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สระว่ายน้ำพร้อมสปา']"
